,ID,Age,Income,Sex_Female,Sex_Male,Marital status_non-single,Marital status_single,Education_graduate school,Education_high school,Education_other / unknown,Education_university,Occupation_management / self-employed,Occupation_official,Occupation_unemployed,Settlement size_big city,Settlement size_mid-sized city,Settlement size_small city
352,100000353,38,151312,0,1,0,1,0,1,0,0,1,0,0,0,1,0
353,100000354,28,141847,0,1,0,1,0,0,1,0,0,1,0,0,1,0
354,100000355,46,130675,0,1,0,1,0,1,0,0,0,1,0,1,0,0
355,100000356,23,69309,0,1,0,1,0,0,1,0,0,0,1,0,0,1
356,100000357,49,121466,0,1,0,1,0,1,0,0,0,1,0,1,0,0
357,100000358,26,153586,0,1,0,1,0,0,1,0,1,0,0,1,0,0
358,100000359,28,92849,0,1,1,0,0,1,0,0,0,1,0,0,0,1
359,100000360,23,108539,1,0,1,0,0,1,0,0,0,1,0,1,0,0
360,100000361,61,129556,0,1,0,1,0,0,0,1,0,1,0,1,0,0
361,100000362,37,170146,0,1,0,1,0,1,0,0,1,0,0,0,0,1
362,100000363,36,135383,1,0,1,0,0,1,0,0,0,1,0,0,1,0
363,100000364,21,96769,0,1,1,0,0,1,0,0,0,1,0,1,0,0
364,100000365,25,43684,0,1,0,1,0,0,1,0,0,0,1,0,0,1
365,100000366,36,103521,0,1,0,1,0,1,0,0,0,1,0,0,0,1
366,100000367,27,118499,0,1,0,1,0,0,1,0,0,1,0,0,1,0
367,100000368,22,119684,1,0,1,0,0,1,0,0,0,1,0,1,0,0
368,100000369,42,126586,0,1,0,1,0,1,0,0,0,1,0,0,1,0
369,100000370,40,136812,1,0,1,0,0,0,0,1,0,1,0,1,0,0
370,100000371,36,118277,0,1,0,1,0,1,0,0,0,1,0,0,1,0
371,100000372,33,144597,0,1,0,1,0,1,0,0,0,1,0,0,1,0
372,100000373,23,106043,1,0,1,0,0,1,0,0,0,1,0,0,0,1
373,100000374,63,272314,0,1,0,1,0,0,0,1,1,0,0,1,0,0
374,100000375,60,309364,1,0,1,0,0,0,0,1,1,0,0,1,0,0
375,100000376,37,170386,1,0,1,0,0,1,0,0,0,1,0,0,1,0
376,100000377,34,112458,0,1,1,0,0,1,0,0,0,1,0,0,0,1
377,100000378,36,96840,0,1,0,1,0,1,0,0,0,1,0,0,1,0
378,100000379,57,281923,0,1,0,1,0,0,0,1,1,0,0,0,1,0
379,100000380,52,95551,1,0,1,0,0,0,0,1,0,0,1,0,0,1
380,100000381,39,112347,0,1,0,1,0,1,0,0,0,1,0,1,0,0
381,100000382,38,260977,1,0,1,0,0,1,0,0,1,0,0,1,0,0
382,100000383,25,99354,1,0,1,0,0,1,0,0,0,1,0,0,0,1
383,100000384,26,111509,0,1,0,1,0,0,1,0,0,1,0,1,0,0
384,100000385,26,105252,0,1,0,1,0,0,1,0,0,0,1,0,0,1
385,100000386,25,108522,1,0,1,0,0,1,0,0,0,1,0,0,0,1
386,100000387,21,94655,1,0,1,0,0,1,0,0,0,1,0,0,1,0
387,100000388,40,201699,0,1,0,1,0,1,0,0,1,0,0,0,1,0
388,100000389,27,139868,0,1,0,1,0,0,1,0,0,1,0,1,0,0
389,100000390,27,102543,1,0,1,0,0,1,0,0,0,1,0,0,1,0
390,100000391,30,134467,0,1,1,0,0,1,0,0,1,0,0,1,0,0
391,100000392,19,111187,1,0,1,0,0,1,0,0,0,0,1,0,0,1
392,100000393,39,152302,0,1,0,1,0,1,0,0,1,0,0,0,1,0
393,100000394,31,110610,1,0,1,0,0,1,0,0,0,1,0,1,0,0
394,100000395,31,137827,0,1,0,1,0,0,1,0,1,0,0,1,0,0
395,100000396,32,220923,0,1,0,1,0,0,1,0,0,1,0,1,0,0
396,100000397,55,165717,1,0,1,0,0,0,0,1,1,0,0,1,0,0
397,100000398,46,122299,0,1,1,0,0,0,0,1,0,1,0,0,0,1
398,100000399,46,120499,0,1,1,0,0,0,0,1,0,1,0,0,0,1
399,100000400,43,126449,1,0,1,0,0,0,0,1,0,0,1,0,0,1
400,100000401,39,108315,0,1,1,0,0,1,0,0,0,1,0,1,0,0
401,100000402,28,112515,0,1,1,0,0,1,0,0,0,1,0,0,1,0
402,100000403,27,164559,0,1,0,1,0,0,1,0,0,1,0,0,1,0
403,100000404,27,59238,0,1,0,1,0,0,1,0,0,0,1,0,0,1
404,100000405,43,131133,0,1,0,1,0,1,0,0,0,1,0,0,0,1
405,100000406,22,109188,0,1,1,0,0,1,0,0,0,1,0,0,0,1
406,100000407,43,115393,0,1,0,1,0,1,0,0,0,1,0,0,1,0
407,100000408,27,94711,0,1,1,0,0,1,0,0,0,1,0,1,0,0
408,100000409,26,171860,0,1,1,0,0,1,0,0,1,0,0,0,0,1
409,100000410,28,139414,0,1,1,0,0,1,0,0,0,1,0,1,0,0
410,100000411,20,110931,1,0,1,0,0,1,0,0,0,1,0,0,1,0
411,100000412,35,187549,0,1,0,1,0,1,0,0,1,0,0,1,0,0
412,100000413,42,145508,0,1,0,1,0,1,0,0,1,0,0,0,0,1
413,100000414,40,104240,0,1,0,1,0,1,0,0,0,0,1,0,0,1
414,100000415,35,108272,1,0,1,0,0,1,0,0,0,1,0,0,1,0
415,100000416,35,144004,0,1,0,1,0,1,0,0,0,1,0,1,0,0
416,100000417,33,81083,0,1,0,1,0,1,0,0,0,0,1,0,0,1
417,100000418,23,166763,1,0,1,0,0,1,0,0,0,1,0,0,1,0
418,100000419,31,175530,1,0,1,0,0,1,0,0,1,0,0,0,1,0
419,100000420,33,112422,1,0,1,0,0,1,0,0,0,1,0,0,1,0
420,100000421,20,154134,1,0,1,0,0,1,0,0,0,1,0,1,0,0
421,100000422,30,112401,0,1,0,1,0,0,1,0,0,1,0,0,1,0
422,100000423,47,85690,0,1,0,1,0,1,0,0,0,0,1,0,0,1
423,100000424,34,145896,0,1,0,1,0,1,0,0,1,0,0,1,0,0
424,100000425,25,122552,1,0,1,0,0,1,0,0,0,1,0,1,0,0
425,100000426,21,115494,0,1,1,0,0,1,0,0,0,1,0,1,0,0
426,100000427,29,109467,0,1,0,1,0,0,1,0,0,1,0,0,0,1
427,100000428,46,148226,0,1,0,1,0,1,0,0,0,1,0,1,0,0
428,100000429,20,88559,0,1,0,1,0,0,1,0,0,1,0,0,1,0
429,100000430,55,62393,1,0,1,0,0,0,0,1,0,0,1,0,0,1
430,100000431,74,122133,0,1,0,1,0,0,0,1,0,0,1,0,0,1
431,100000432,29,230883,0,1,0,1,0,0,1,0,1,0,0,1,0,0
432,100000433,36,136689,0,1,0,1,0,1,0,0,1,0,0,1,0,0
433,100000434,33,109145,0,1,1,0,0,1,0,0,0,1,0,0,0,1
434,100000435,25,100449,0,1,0,1,0,0,1,0,0,1,0,1,0,0
435,100000436,25,106253,0,1,1,0,0,1,0,0,0,1,0,0,0,1
436,100000437,23,84747,0,1,1,0,0,1,0,0,0,0,1,0,0,1
437,100000438,37,149465,1,0,1,0,0,1,0,0,0,1,0,0,1,0
438,100000439,65,84435,0,1,0,1,0,0,0,1,0,0,1,0,0,1
439,100000440,26,51681,1,0,1,0,0,1,0,0,0,0,1,0,0,1
440,100000441,39,139198,0,1,0,1,0,1,0,0,1,0,0,0,1,0
441,100000442,30,106577,1,0,1,0,0,1,0,0,0,1,0,0,1,0
442,100000443,29,117372,0,1,0,1,0,0,1,0,0,1,0,1,0,0
443,100000444,41,69609,0,1,0,1,0,1,0,0,0,0,1,0,0,1
444,100000445,30,178947,1,0,1,0,0,1,0,0,1,0,0,1,0,0
445,100000446,41,81743,1,0,1,0,0,0,0,1,0,0,1,0,0,1
446,100000447,34,111900,1,0,1,0,0,1,0,0,0,1,0,0,1,0
447,100000448,35,121650,0,1,0,1,0,1,0,0,0,1,0,0,0,1
448,100000449,55,172639,1,0,1,0,0,0,0,1,1,0,0,1,0,0
449,100000450,61,175740,0,1,1,0,0,0,0,1,0,1,0,0,1,0
450,100000451,30,220050,0,1,0,1,0,0,1,0,1,0,0,1,0,0
451,100000452,29,95200,1,0,1,0,0,1,0,0,0,1,0,0,1,0
452,100000453,34,113609,0,1,0,1,0,1,0,0,0,1,0,0,1,0
453,100000454,35,143552,0,1,0,1,0,1,0,0,1,0,0,1,0,0
454,100000455,31,130973,0,1,0,1,0,0,1,0,0,1,0,1,0,0
455,100000456,29,145946,1,0,1,0,0,1,0,0,1,0,0,1,0,0
456,100000457,36,126206,0,1,0,1,0,1,0,0,0,1,0,0,1,0
457,100000458,35,120426,0,1,0,1,0,1,0,0,0,1,0,0,0,1
458,100000459,27,91925,1,0,1,0,0,1,0,0,0,1,0,1,0,0
459,100000460,32,129630,0,1,0,1,0,0,1,0,0,1,0,1,0,0
460,100000461,37,124268,0,1,0,1,0,1,0,0,0,1,0,1,0,0
461,100000462,36,105240,0,1,0,1,0,1,0,0,0,1,0,0,1,0
462,100000463,34,162180,1,0,1,0,0,1,0,0,1,0,0,0,0,1
463,100000464,38,106552,0,1,0,1,0,1,0,0,0,1,0,1,0,0
464,100000465,34,105843,0,1,0,1,0,1,0,0,0,1,0,1,0,0
465,100000466,63,138327,0,1,0,1,0,0,0,1,0,1,0,0,1,0
466,100000467,29,76154,1,0,1,0,0,1,0,0,0,0,1,0,0,1
467,100000468,32,155012,0,1,0,1,0,0,1,0,0,1,0,0,1,0
468,100000469,26,114369,1,0,1,0,0,1,0,0,0,1,0,0,1,0
469,100000470,35,102839,0,1,0,1,0,1,0,0,0,0,1,0,0,1
470,100000471,22,132796,0,1,1,0,0,1,0,0,0,1,0,0,0,1
471,100000472,23,89742,1,0,1,0,0,1,0,0,0,1,0,1,0,0
472,100000473,28,58615,0,1,0,1,0,0,1,0,0,0,1,0,0,1
473,100000474,36,130603,0,1,0,1,0,1,0,0,1,0,0,1,0,0
474,100000475,33,110340,0,1,1,0,0,1,0,0,0,1,0,0,0,1
475,100000476,26,117729,1,0,1,0,0,1,0,0,0,1,0,1,0,0
476,100000477,24,130808,0,1,0,1,0,0,1,0,0,1,0,0,0,1
477,100000478,25,147402,0,1,0,1,0,0,1,0,0,1,0,1,0,0
478,100000479,39,93567,0,1,0,1,0,1,0,0,0,0,1,0,0,1
479,100000480,44,109289,0,1,0,1,0,1,0,0,0,1,0,0,1,0
480,100000481,23,98742,1,0,1,0,0,1,0,0,0,0,1,0,0,1
481,100000482,26,101270,0,1,0,1,0,0,1,0,0,1,0,0,0,1
482,100000483,57,187835,1,0,1,0,0,0,0,1,0,1,0,0,1,0
483,100000484,30,140741,1,0,1,0,0,1,0,0,0,1,0,0,0,1
484,100000485,44,133265,0,1,0,1,0,1,0,0,0,1,0,1,0,0
485,100000486,47,148100,0,1,0,1,0,1,0,0,1,0,0,1,0,0
486,100000487,52,131021,0,1,0,1,0,1,0,0,0,1,0,1,0,0
487,100000488,62,152620,1,0,1,0,0,0,0,1,0,1,0,1,0,0
488,100000489,35,85033,0,1,0,1,0,1,0,0,0,0,1,0,0,1
489,100000490,26,114514,0,1,0,1,0,0,1,0,0,1,0,0,1,0
490,100000491,26,99307,0,1,0,1,0,0,1,0,0,1,0,0,1,0
491,100000492,42,219451,1,0,1,0,0,0,0,1,1,0,0,1,0,0
492,100000493,27,114007,1,0,1,0,0,1,0,0,0,1,0,0,0,1
493,100000494,38,102846,0,1,0,1,0,1,0,0,0,1,0,0,0,1
494,100000495,39,81483,0,1,0,1,0,1,0,0,0,0,1,0,0,1
495,100000496,20,107779,0,1,1,0,0,1,0,0,0,1,0,1,0,0
496,100000497,29,222360,0,1,0,1,0,0,1,0,1,0,0,1,0,0
497,100000498,40,107125,0,1,0,1,0,1,0,0,0,1,0,0,0,1
498,100000499,32,80080,0,1,1,0,0,1,0,0,0,0,1,0,0,1
499,100000500,28,129600,0,1,1,0,0,1,0,0,0,1,0,0,0,1
500,100000501,27,118613,1,0,1,0,0,1,0,0,0,1,0,0,1,0
501,100000502,42,146237,0,1,0,1,0,1,0,0,0,1,0,0,1,0
502,100000503,49,144461,0,1,1,0,0,0,0,1,0,1,0,1,0,0
503,100000504,38,124487,0,1,0,1,0,1,0,0,0,1,0,0,0,1
504,100000505,24,97826,1,0,1,0,0,1,0,0,0,1,0,0,0,1
505,100000506,27,64105,0,1,0,1,0,0,1,0,0,0,1,0,0,1
506,100000507,36,156374,0,1,0,1,0,1,0,0,0,1,0,1,0,0
507,100000508,34,205383,0,1,0,1,0,1,0,0,1,0,0,1,0,0
508,100000509,28,98964,0,1,1,0,0,1,0,0,0,1,0,1,0,0
509,100000510,45,221842,0,1,0,1,0,1,0,0,1,0,0,1,0,0
510,100000511,26,88027,0,1,0,1,0,0,1,0,0,1,0,1,0,0
511,100000512,32,160513,0,1,0,1,0,0,1,0,1,0,0,1,0,0
512,100000513,26,124536,0,1,0,1,0,0,1,0,0,1,0,1,0,0
513,100000514,20,93634,0,1,1,0,0,1,0,0,0,1,0,0,0,1
514,100000515,54,124725,0,1,0,1,0,1,0,0,0,1,0,0,0,1
515,100000516,37,102456,1,0,1,0,0,1,0,0,0,1,0,0,0,1
516,100000517,40,74975,0,1,0,1,0,1,0,0,0,0,1,0,0,1
517,100000518,23,153861,1,0,1,0,0,1,0,0,0,1,0,0,1,0
518,100000519,43,119351,0,1,0,1,0,1,0,0,0,1,0,1,0,0
519,100000520,36,95438,0,1,0,1,0,1,0,0,0,1,0,1,0,0
520,100000521,44,147967,0,1,0,1,0,1,0,0,0,1,0,1,0,0
521,100000522,24,116863,1,0,1,0,0,1,0,0,0,1,0,0,1,0
522,100000523,53,170622,0,1,0,1,0,1,0,0,0,1,0,0,1,0
523,100000524,23,132426,1,0,1,0,0,1,0,0,0,1,0,0,1,0
524,100000525,26,77519,1,0,1,0,0,1,0,0,0,0,1,0,0,1
525,100000526,30,169405,0,1,0,1,0,0,1,0,0,1,0,1,0,0
526,100000527,31,120030,1,0,1,0,0,1,0,0,0,1,0,0,0,1
527,100000528,42,77933,0,1,0,1,0,1,0,0,0,0,1,0,0,1
528,100000529,31,109892,0,1,1,0,0,1,0,0,0,1,0,0,1,0
529,100000530,41,69062,0,1,0,1,0,1,0,0,0,0,1,0,0,1
530,100000531,32,116348,0,1,0,1,0,0,1,0,0,1,0,0,0,1
531,100000532,28,137188,1,0,1,0,0,1,0,0,0,1,0,0,1,0
532,100000533,41,110199,0,1,1,0,0,1,0,0,0,1,0,0,0,1
533,100000534,26,109890,0,1,1,0,0,1,0,0,0,1,0,0,1,0
534,100000535,25,109751,0,1,0,1,0,0,1,0,0,1,0,1,0,0
535,100000536,33,129651,0,1,1,0,0,1,0,0,0,1,0,0,1,0
536,100000537,75,170113,1,0,1,0,1,0,0,0,1,0,0,0,1,0
537,100000538,37,140285,1,0,1,0,0,1,0,0,0,1,0,0,1,0
538,100000539,42,198029,0,1,0,1,0,1,0,0,1,0,0,1,0,0
539,100000540,45,120262,1,0,1,0,0,0,0,1,0,0,1,0,0,1
540,100000541,23,105137,0,1,1,0,0,1,0,0,0,1,0,0,1,0
541,100000542,60,127371,0,1,0,1,0,0,0,1,0,1,0,0,0,1
542,100000543,31,145689,0,1,0,1,0,0,1,0,0,1,0,0,0,1
543,100000544,34,102617,0,1,0,1,0,1,0,0,0,0,1,0,1,0
544,100000545,61,90709,0,1,0,1,0,0,0,1,0,0,1,0,0,1
545,100000546,43,107099,0,1,0,1,0,1,0,0,0,1,0,0,1,0
546,100000547,37,116021,1,0,1,0,0,1,0,0,0,1,0,1,0,0
547,100000548,32,100426,0,1,0,1,0,0,1,0,0,1,0,1,0,0
548,100000549,24,62249,1,0,1,0,0,1,0,0,0,0,1,0,0,1
549,100000550,35,172957,0,1,0,1,0,1,0,0,0,1,0,0,1,0
550,100000551,23,95003,1,0,1,0,0,1,0,0,0,1,0,0,1,0
551,100000552,45,109698,0,1,0,1,0,1,0,0,0,0,1,0,0,1
552,100000553,34,157376,0,1,1,0,0,1,0,0,0,1,0,0,0,1
553,100000554,27,123191,0,1,0,1,0,0,1,0,0,1,0,1,0,0
554,100000555,67,171052,1,0,1,0,1,0,0,0,1,0,0,0,0,1
555,100000556,22,99328,0,1,0,1,0,0,1,0,0,1,0,0,0,1
556,100000557,28,133799,1,0,1,0,0,1,0,0,0,1,0,1,0,0
557,100000558,29,138256,1,0,1,0,0,1,0,0,0,1,0,1,0,0
558,100000559,27,115638,0,1,0,1,0,0,1,0,0,1,0,0,0,1
559,100000560,31,82238,0,1,0,1,0,0,1,0,0,0,1,0,0,1
560,100000561,49,127543,0,1,0,1,0,1,0,0,0,1,0,0,1,0
561,100000562,24,63987,0,1,0,1,0,0,1,0,0,0,1,0,0,1
562,100000563,29,114784,1,0,1,0,0,1,0,0,0,1,0,0,0,1
563,100000564,37,217450,0,1,0,1,0,1,0,0,0,1,0,0,1,0
564,100000565,37,173751,0,1,0,1,0,1,0,0,1,0,0,1,0,0
565,100000566,23,122850,1,0,1,0,0,1,0,0,0,1,0,0,0,1
566,100000567,36,104953,0,1,1,0,0,1,0,0,0,1,0,0,0,1
567,100000568,34,152371,0,1,0,1,0,1,0,0,0,1,0,0,1,0
568,100000569,41,139905,0,1,0,1,0,1,0,0,0,1,0,0,0,1
569,100000570,31,156700,1,0,1,0,0,1,0,0,0,1,0,0,1,0
570,100000571,23,86488,1,0,1,0,0,1,0,0,0,0,1,0,0,1
571,100000572,38,147472,0,1,0,1,0,1,0,0,0,1,0,0,0,1
572,100000573,26,169991,1,0,1,0,0,1,0,0,1,0,0,0,0,1
573,100000574,22,62381,1,0,1,0,0,1,0,0,0,0,1,0,0,1
574,100000575,27,70926,0,1,0,1,0,0,1,0,0,0,1,0,0,1
575,100000576,24,113004,1,0,1,0,0,1,0,0,0,1,0,0,1,0
576,100000577,27,125760,1,0,1,0,0,1,0,0,0,1,0,0,0,1
577,100000578,33,111918,1,0,1,0,0,1,0,0,0,1,0,1,0,0
578,100000579,27,120674,0,1,1,0,0,1,0,0,0,1,0,0,1,0
579,100000580,27,63597,0,1,1,0,0,1,0,0,0,0,1,0,0,1
580,100000581,30,103069,0,1,0,1,0,0,1,0,0,1,0,0,1,0
581,100000582,49,108079,0,1,0,1,0,1,0,0,0,0,1,0,0,1
582,100000583,26,101159,1,0,1,0,0,1,0,0,0,1,0,0,1,0
583,100000584,33,88211,0,1,0,1,0,1,0,0,0,0,1,0,0,1
584,100000585,52,159052,1,0,1,0,0,0,0,1,1,0,0,0,1,0
585,100000586,20,102623,1,0,1,0,0,1,0,0,0,1,0,1,0,0
586,100000587,36,115589,0,1,0,1,0,1,0,0,0,1,0,0,0,1
587,100000588,21,59127,0,1,0,1,0,0,1,0,0,0,1,0,0,1
588,100000589,47,82240,0,1,1,0,0,0,0,1,0,0,1,0,0,1
589,100000590,60,129425,0,1,0,1,0,0,0,1,0,1,0,0,1,0
590,100000591,58,87058,1,0,1,0,0,0,0,1,0,0,1,0,0,1
591,100000592,42,128462,1,0,1,0,0,0,0,1,0,1,0,1,0,0
592,100000593,36,121403,1,0,1,0,0,1,0,0,0,0,1,0,0,1
593,100000594,20,88141,1,0,1,0,0,1,0,0,0,0,1,0,0,1
594,100000595,40,134946,0,1,0,1,0,1,0,0,1,0,0,1,0,0
595,100000596,32,94058,1,0,1,0,0,1,0,0,0,0,1,0,0,1
596,100000597,23,99285,1,0,1,0,0,1,0,0,0,1,0,0,1,0
597,100000598,36,108432,0,1,0,1,0,1,0,0,0,0,1,0,0,1
598,100000599,31,111369,0,1,0,1,0,0,1,0,0,1,0,0,0,1
599,100000600,32,122612,0,1,0,1,0,0,1,0,0,1,0,1,0,0
600,100000601,45,134350,1,0,1,0,0,0,0,1,0,1,0,0,0,1
601,100000602,30,108838,1,0,1,0,0,1,0,0,0,1,0,1,0,0
602,100000603,34,90852,1,0,1,0,0,1,0,0,0,0,1,0,0,1
603,100000604,28,151580,1,0,1,0,0,1,0,0,1,0,0,1,0,0
604,100000605,23,115681,1,0,1,0,0,1,0,0,0,1,0,0,1,0
605,100000606,22,131699,0,1,0,1,0,0,1,0,0,1,0,0,1,0
606,100000607,74,192481,0,1,0,1,0,0,0,1,1,0,0,0,1,0
607,100000608,50,155122,1,0,1,0,0,0,0,1,0,1,0,1,0,0
608,100000609,33,106015,0,1,0,1,0,1,0,0,0,1,0,1,0,0
609,100000610,45,108378,0,1,0,1,0,1,0,0,0,1,0,0,0,1
610,100000611,22,105257,1,0,1,0,0,1,0,0,0,1,0,0,1,0
611,100000612,48,118788,1,0,1,0,0,0,0,1,0,0,1,0,0,1
612,100000613,29,162955,1,0,1,0,0,1,0,0,0,1,0,1,0,0
613,100000614,22,119511,1,0,1,0,0,1,0,0,0,1,0,1,0,0
614,100000615,22,102000,1,0,1,0,0,1,0,0,0,1,0,0,0,1
615,100000616,48,254449,0,1,0,1,0,1,0,0,1,0,0,0,1,0
616,100000617,27,208446,0,1,0,1,0,0,1,0,1,0,0,1,0,0
617,100000618,37,124805,0,1,0,1,0,1,0,0,0,1,0,0,0,1
618,100000619,21,139379,1,0,1,0,0,1,0,0,0,1,0,0,0,1
619,100000620,49,78296,0,1,1,0,0,0,0,1,0,0,1,0,0,1
620,100000621,27,125598,0,1,0,1,0,0,1,0,0,1,0,0,1,0
621,100000622,32,100215,0,1,0,1,0,0,1,0,0,1,0,1,0,0
622,100000623,38,130951,0,1,1,0,0,1,0,0,0,1,0,1,0,0
623,100000624,22,102480,1,0,1,0,0,1,0,0,0,1,0,1,0,0
624,100000625,65,136812,0,1,0,1,0,0,0,1,0,1,0,0,1,0
625,100000626,35,106919,0,1,0,1,0,1,0,0,0,1,0,0,1,0
626,100000627,41,131020,0,1,0,1,0,1,0,0,0,1,0,1,0,0
627,100000628,29,119429,0,1,0,1,0,0,1,0,0,1,0,0,1,0
628,100000629,36,154521,0,1,0,1,0,1,0,0,0,1,0,0,1,0
629,100000630,64,117842,0,1,0,1,0,0,0,1,0,0,1,0,0,1
630,100000631,28,124566,1,0,1,0,0,1,0,0,0,1,0,1,0,0
631,100000632,44,110009,0,1,0,1,0,1,0,0,0,1,0,1,0,0
632,100000633,23,101210,0,1,0,1,0,0,1,0,0,1,0,0,1,0
633,100000634,19,101258,1,0,1,0,0,1,0,0,0,1,0,0,0,1
634,100000635,25,79045,1,0,1,0,0,1,0,0,0,0,1,0,0,1
635,100000636,47,110866,0,1,0,1,0,1,0,0,0,1,0,0,0,1
636,100000637,28,129640,1,0,1,0,0,1,0,0,0,1,0,1,0,0
637,100000638,21,227021,0,1,0,1,0,0,1,0,0,1,0,0,1,0
638,100000639,34,108549,1,0,1,0,0,1,0,0,0,1,0,0,1,0
639,100000640,26,122693,0,1,0,1,0,0,1,0,0,1,0,0,0,1
640,100000641,27,35832,1,0,1,0,0,1,0,0,0,0,1,0,0,1
641,100000642,38,81870,0,1,0,1,0,1,0,0,0,0,1,0,0,1
642,100000643,40,179790,0,1,0,1,0,1,0,0,1,0,0,1,0,0
643,100000644,33,107158,0,1,1,0,0,1,0,0,0,1,0,0,1,0
644,100000645,32,136638,0,1,1,0,0,1,0,0,1,0,0,0,1,0
645,100000646,27,158147,0,1,0,1,0,0,1,0,0,1,0,1,0,0
646,100000647,32,132587,0,1,1,0,0,1,0,0,0,1,0,1,0,0
647,100000648,26,128140,1,0,1,0,0,1,0,0,0,1,0,1,0,0
648,100000649,38,117405,0,1,0,1,0,1,0,0,0,1,0,0,1,0
649,100000650,40,68475,0,1,0,1,0,1,0,0,0,0,1,0,0,1
650,100000651,50,201656,0,1,0,1,0,1,0,0,1,0,0,1,0,0
651,100000652,37,86967,0,1,0,1,0,1,0,0,0,0,1,0,0,1
652,100000653,45,118006,0,1,0,1,0,1,0,0,0,1,0,0,1,0
653,100000654,42,223630,0,1,0,1,0,1,0,0,1,0,0,1,0,0
654,100000655,35,110442,0,1,0,1,0,1,0,0,0,1,0,0,0,1
655,100000656,22,115691,0,1,0,1,0,0,1,0,0,1,0,1,0,0
656,100000657,41,80232,0,1,0,1,0,1,0,0,0,0,1,0,0,1
657,100000658,37,187647,0,1,0,1,0,1,0,0,0,1,0,0,1,0
658,100000659,28,138952,1,0,1,0,0,1,0,0,0,1,0,0,1,0
659,100000660,41,162772,0,1,0,1,0,1,0,0,0,1,0,1,0,0
660,100000661,23,111862,0,1,1,0,0,1,0,0,0,1,0,0,1,0
661,100000662,23,90051,0,1,1,0,0,1,0,0,0,1,0,0,1,0
662,100000663,50,121400,0,1,0,1,0,1,0,0,0,1,0,0,1,0
663,100000664,35,137000,0,1,0,1,0,1,0,0,1,0,0,1,0,0
664,100000665,50,105031,1,0,1,0,0,0,0,1,0,0,1,0,0,1
665,100000666,27,172153,0,1,0,1,0,0,1,0,1,0,0,1,0,0
666,100000667,34,170184,0,1,0,1,0,1,0,0,0,1,0,0,1,0
667,100000668,27,123279,1,0,1,0,0,1,0,0,0,1,0,0,1,0
668,100000669,43,140795,0,1,0,1,0,1,0,0,0,1,0,0,0,1
669,100000670,47,144456,0,1,0,1,0,1,0,0,0,1,0,0,0,1
670,100000671,27,104773,0,1,0,1,0,0,1,0,0,0,1,0,0,1
671,100000672,31,153353,0,1,0,1,0,0,1,0,0,1,0,0,1,0
672,100000673,42,223018,0,1,0,1,0,1,0,0,1,0,0,0,1,0
673,100000674,24,129177,0,1,1,0,0,1,0,0,0,1,0,1,0,0
674,100000675,41,114475,0,1,0,1,0,1,0,0,0,0,1,0,1,0
675,100000676,26,161323,1,0,1,0,0,1,0,0,1,0,0,0,1,0
676,100000677,33,135765,0,1,0,1,0,1,0,0,0,1,0,1,0,0
677,100000678,24,158421,0,1,1,0,0,1,0,0,0,1,0,0,0,1
678,100000679,64,103941,0,1,0,1,0,0,0,1,0,0,1,0,0,1
679,100000680,26,101783,1,0,1,0,0,1,0,0,0,1,0,1,0,0
680,100000681,56,126531,1,0,1,0,0,0,0,1,0,1,0,0,1,0
681,100000682,37,111394,0,1,0,1,0,1,0,0,0,1,0,0,1,0
682,100000683,33,103577,0,1,1,0,0,1,0,0,0,1,0,1,0,0
683,100000684,47,149545,0,1,1,0,0,0,0,1,0,1,0,0,1,0
684,100000685,31,171857,0,1,0,1,0,0,1,0,0,0,1,0,0,1
685,100000686,34,149782,0,1,0,1,0,1,0,0,0,1,0,0,1,0
686,100000687,27,112470,0,1,0,1,0,0,1,0,0,1,0,0,1,0
687,100000688,30,133907,0,1,0,1,0,0,1,0,0,1,0,1,0,0
688,100000689,35,127849,0,1,0,1,0,1,0,0,0,1,0,0,1,0
689,100000690,31,160279,0,1,0,1,0,0,1,0,0,1,0,1,0,0
690,100000691,25,92366,0,1,1,0,0,1,0,0,0,1,0,1,0,0
691,100000692,25,104794,1,0,1,0,0,1,0,0,0,0,1,0,0,1
692,100000693,29,133436,0,1,0,1,0,0,1,0,0,1,0,0,1,0
693,100000694,44,110374,0,1,0,1,0,1,0,0,0,0,1,0,0,1
694,100000695,28,104263,0,1,0,1,0,0,1,0,0,1,0,0,1,0
695,100000696,50,138752,0,1,0,1,0,1,0,0,0,1,0,0,0,1
696,100000697,29,102723,0,1,0,1,0,0,1,0,0,1,0,0,0,1
697,100000698,38,46297,1,0,1,0,0,1,0,0,0,0,1,0,0,1
698,100000699,24,96425,0,1,0,1,0,0,1,0,0,1,0,0,1,0
699,100000700,40,158197,0,1,0,1,0,1,0,0,1,0,0,0,1,0
700,100000701,29,98008,1,0,1,0,0,1,0,0,0,0,1,0,0,1
701,100000702,46,157473,0,1,0,1,0,1,0,0,0,1,0,0,0,1
702,100000703,47,149306,1,0,1,0,0,0,0,1,0,1,0,0,0,1
703,100000704,41,139236,0,1,0,1,0,1,0,0,0,1,0,0,1,0
704,100000705,32,125890,1,0,1,0,0,1,0,0,0,1,0,1,0,0
705,100000706,35,173124,1,0,1,0,0,1,0,0,0,1,0,0,1,0
706,100000707,24,164621,0,1,0,1,0,0,1,0,0,1,0,0,1,0
